,user_id,af0,cycle,gender,age,activity_id,af1,af2,dificulty,topic,run_number
24376,1219,60,17,0,32,59,75.5,69.0,5,3,1
24377,1219,60,18,0,32,74,74.5,73.5,5,2,1
24378,1219,60,19,0,32,227,76.0,74.5,2,1,1
24379,1219,60,20,0,32,210,63.5,59.5,4,2,1
24380,1220,34,1,0,54,234,27.5,16.5,5,2,1
24381,1220,34,2,0,54,42,48.0,58.5,5,2,1
24382,1220,34,3,0,54,24,33.0,31.0,2,3,1
24383,1220,34,4,0,54,93,14.0,35.0,2,1,1
24384,1220,34,5,0,54,181,11.0,16.5,3,3,1
24385,1220,34,6,0,54,87,59.5,77.5,5,3,1
24386,1220,34,7,0,54,130,56.0,67.5,3,3,1
24387,1220,34,8,0,54,69,6.0,21.5,5,1,1
24388,1220,34,9,0,54,53,25.5,43.5,5,3,1
24389,1220,34,10,0,54,115,25.0,30.0,3,2,1
24390,1220,34,11,0,54,98,32.0,37.0,4,3,1
24391,1220,34,12,0,54,4,12.5,6.0,3,3,1
24392,1220,34,13,0,54,44,63.0,86.0,5,2,1
24393,1220,34,14,0,54,10,39.5,45.5,3,3,1
24394,1220,34,15,0,54,43,33.5,33.0,5,3,1
24395,1220,34,16,0,54,141,37.5,33.5,1,3,1
24396,1220,34,17,0,54,71,39.5,25.5,4,2,1
24397,1220,34,18,0,54,193,41.5,42.0,1,2,1
24398,1220,34,19,0,54,3,35.0,43.5,1,3,1
24399,1220,34,20,0,54,183,23.5,38.5,3,2,1
24400,1221,42,1,1,46,214,49.0,34.0,1,2,1
24401,1221,42,2,1,46,82,37.5,21.5,3,3,1
24402,1221,42,3,1,46,81,56.0,64.5,4,3,1
24403,1221,42,4,1,46,59,37.5,56.5,3,1,1
24404,1221,42,5,1,46,126,33.5,18.0,2,1,1
24405,1221,42,6,1,46,242,17.0,12.5,2,1,1
24406,1221,42,7,1,46,208,60.5,76.0,4,1,1
24407,1221,42,8,1,46,90,41.5,37.0,5,1,1
24408,1221,42,9,1,46,133,27.5,26.5,5,1,1
24409,1221,42,10,1,46,127,41.0,44.5,3,2,1
24410,1221,42,11,1,46,238,34.5,14.5,2,1,1
24411,1221,42,12,1,46,153,45.5,44.5,4,2,1
24412,1221,42,13,1,46,133,37.0,60.0,1,2,1
24413,1221,42,14,1,46,196,55.5,58.0,3,3,1
24414,1221,42,15,1,46,104,33.0,20.0,4,1,1
24415,1221,42,16,1,46,157,41.0,64.0,3,2,1
24416,1221,42,17,1,46,71,43.0,50.0,3,2,1
24417,1221,42,18,1,46,62,47.5,27.0,1,3,1
24418,1221,42,19,1,46,169,58.5,63.5,5,1,1
24419,1221,42,20,1,46,230,53.0,59.5,1,3,1
24420,1222,31,1,0,22,80,36.5,50.5,1,3,1
24421,1222,31,2,0,22,235,20.5,31.5,4,3,1
24422,1222,31,3,0,22,130,39.5,28.5,4,1,1
24423,1222,31,4,0,22,23,5.0,10.5,5,1,1
24424,1222,31,5,0,22,206,19.0,2.5,2,3,1
24425,1222,31,6,0,22,204,36.5,42.5,2,1,1
24426,1222,31,7,0,22,49,58.5,46.5,1,2,1
24427,1222,31,8,0,22,202,40.5,31.5,3,1,1
24428,1222,31,9,0,22,154,16.5,13.0,3,2,1
24429,1222,31,10,0,22,167,17.5,5.0,1,3,1
24430,1222,31,11,0,22,111,27.0,43.5,5,3,1
24431,1222,31,12,0,22,208,40.5,45.5,3,2,1
24432,1222,31,13,0,22,209,32.0,20.0,4,3,1
24433,1222,31,14,0,22,144,55.5,37.0,2,1,1
24434,1222,31,15,0,22,132,38.5,25.0,4,1,1
24435,1222,31,16,0,22,225,23.0,15.5,5,3,1
24436,1222,31,17,0,22,22,28.0,43.5,3,3,1
24437,1222,31,18,0,22,29,9.5,21.0,4,3,1
24438,1222,31,19,0,22,111,16.5,14.0,3,1,1
24439,1222,31,20,0,22,176,23.0,14.0,1,2,1
24440,1223,33,1,1,40,207,62.5,45.5,1,1,1
24441,1223,33,2,1,40,92,58.0,42.0,1,2,1
24442,1223,33,3,1,40,186,46.0,30.5,4,2,1
24443,1223,33,4,1,40,247,15.0,14.0,3,3,1
24444,1223,33,5,1,40,86,10.0,2.5,4,3,1
24445,1223,33,6,1,40,145,22.0,14.0,1,1,1
24446,1223,33,7,1,40,168,9.5,20.5,1,3,1
24447,1223,33,8,1,40,16,49.5,77.5,5,2,1
24448,1223,33,9,1,40,122,43.5,32.5,4,1,1
24449,1223,33,10,1,40,177,35.5,14.5,5,3,1
24450,1223,33,11,1,40,74,17.0,23.5,4,3,1
24451,1223,33,12,1,40,23,20.5,3.0,2,2,1
24452,1223,33,13,1,40,212,55.5,35.0,2,1,1
24453,1223,33,14,1,40,175,40.5,51.5,1,3,1
24454,1223,33,15,1,40,154,49.0,58.0,2,2,1
24455,1223,33,16,1,40,91,29.5,40.0,5,3,1
24456,1223,33,17,1,40,144,44.0,43.0,4,3,1
24457,1223,33,18,1,40,45,13.5,6.5,4,2,1
24458,1223,33,19,1,40,28,31.5,21.5,4,1,1
24459,1223,33,20,1,40,183,36.5,30.0,5,3,1
24460,1224,58,1,1,46,80,49.0,54.5,2,1,1
24461,1224,58,2,1,46,81,72.5,77.5,3,1,1
24462,1224,58,3,1,46,114,57.0,54.5,5,1,1
24463,1224,58,4,1,46,164,54.5,54.5,3,2,1
24464,1224,58,5,1,46,73,69.0,80.0,3,1,1
24465,1224,58,6,1,46,168,61.5,55.5,4,2,1
24466,1224,58,7,1,46,204,69.0,69.0,1,1,1
24467,1224,58,8,1,46,135,70.0,70.5,3,1,1
24468,1224,58,9,1,46,147,50.5,42.5,5,2,1
24469,1224,58,10,1,46,236,44.5,46.0,5,3,1
24470,1224,58,11,1,46,202,47.0,43.5,2,2,1
24471,1224,58,12,1,46,113,59.0,50.0,3,3,1
24472,1224,58,13,1,46,101,48.5,56.5,3,2,1
24473,1224,58,14,1,46,12,53.5,58.5,4,2,1
24474,1224,58,15,1,46,84,54.5,42.0,3,2,1
24475,1224,58,16,1,46,233,48.0,48.5,3,1,1
24476,1224,58,17,1,46,154,54.0,63.0,3,1,1
24477,1224,58,18,1,46,210,58.0,69.0,2,2,1
24478,1224,58,19,1,46,141,53.0,50.0,4,1,1
24479,1224,58,20,1,46,8,73.5,71.5,1,2,1
24480,1225,21,1,0,60,212,-5.5,20.5,5,1,1
24481,1225,21,2,0,60,133,2.0,-1.0,2,3,1
24482,1225,21,3,0,60,191,19.5,52.5,1,2,1
24483,1225,21,4,0,60,140,19.5,9.5,5,1,1
24484,1225,21,5,0,60,77,20.5,36.5,4,2,1
24485,1225,21,6,0,60,187,40.5,50.0,2,2,1
24486,1225,21,7,0,60,228,49.5,68.5,5,1,1
24487,1225,21,8,0,60,213,17.5,9.5,5,2,1
24488,1225,21,9,0,60,122,18.0,20.5,5,3,1
24489,1225,21,10,0,60,76,16.0,20.5,3,3,1
24490,1225,21,11,0,60,157,34.5,8.0,1,2,1
24491,1225,21,12,0,60,153,5.0,13.0,3,2,1
24492,1225,21,13,0,60,67,-2.0,-25.0,1,3,1
24493,1225,21,14,0,60,26,16.0,5.5,4,3,1
24494,1225,21,15,0,60,181,25.5,22.0,4,2,1
24495,1225,21,16,0,60,111,3.5,17.0,5,1,1
24496,1225,21,17,0,60,250,42.5,41.5,3,1,1
24497,1225,21,18,0,60,179,31.0,14.5,3,3,1
24498,1225,21,19,0,60,222,49.5,39.0,5,1,1
24499,1225,21,20,0,60,12,23.5,7.5,3,2,1
24500,1226,22,1,1,25,118,41.5,68.5,3,2,1
24501,1226,22,2,1,25,230,-5.0,20.0,1,2,1
24502,1226,22,3,1,25,144,13.5,22.5,2,1,1
24503,1226,22,4,1,25,105,53.0,33.0,5,3,1
24504,1226,22,5,1,25,36,6.5,26.0,1,1,1
24505,1226,22,6,1,25,49,23.0,26.0,4,2,1
24506,1226,22,7,1,25,208,4.5,-5.5,2,2,1
24507,1226,22,8,1,25,20,17.5,37.0,2,3,1
24508,1226,22,9,1,25,142,20.0,19.0,3,1,1
24509,1226,22,10,1,25,145,8.5,8.0,4,2,1
24510,1226,22,11,1,25,70,36.5,15.0,2,3,1
24511,1226,22,12,1,25,217,3.5,-7.5,4,1,1
24512,1226,22,13,1,25,58,27.5,19.0,1,3,1
24513,1226,22,14,1,25,53,27.5,40.5,5,1,1
24514,1226,22,15,1,25,152,9.5,-10.5,1,2,1
24515,1226,22,16,1,25,123,-12.5,-10.5,5,3,1
24516,1226,22,17,1,25,163,6.0,-21.0,4,1,1
24517,1226,22,18,1,25,188,17.5,-1.0,1,2,1
24518,1226,22,19,1,25,180,13.0,-7.0,2,1,1
24519,1226,22,20,1,25,77,17.5,12.0,2,1,1
24520,1227,20,1,0,36,2,9.5,-20.0,5,1,1
24521,1227,20,2,0,36,135,2.5,24.0,3,3,1
24522,1227,20,3,0,36,118,23.0,13.5,5,1,1
24523,1227,20,4,0,36,237,48.5,20.5,2,3,1
24524,1227,20,5,0,36,154,-4.0,-18.5,2,2,1
24525,1227,20,6,0,36,240,15.5,-3.5,4,1,1
24526,1227,20,7,0,36,239,24.5,11.0,4,1,1
24527,1227,20,8,0,36,105,14.0,-7.5,3,3,1
24528,1227,20,9,0,36,185,-6.5,-17.0,4,2,1
24529,1227,20,10,0,36,193,-2.5,-7.5,3,2,1
24530,1227,20,11,0,36,217,13.0,41.5,3,1,1
24531,1227,20,12,0,36,68,1.0,18.0,4,1,1
24532,1227,20,13,0,36,119,-17.5,-21.0,4,2,1
24533,1227,20,14,0,36,76,-4.5,-33.0,3,1,1
24534,1227,20,15,0,36,162,33.0,22.0,3,1,1
24535,1227,20,16,0,36,92,15.5,22.0,1,1,1
24536,1227,20,17,0,36,138,27.0,48.0,2,3,1
24537,1227,20,18,0,36,202,-6.5,19.5,3,3,1
24538,1227,20,19,0,36,24,24.5,38.5,3,2,1
24539,1227,20,20,0,36,82,39.0,20.0,2,2,1
24540,1228,48,1,0,41,198,38.0,44.0,2,2,1
24541,1228,48,2,0,41,54,37.0,30.5,5,1,1
24542,1228,48,3,0,41,166,58.0,74.5,5,1,1
24543,1228,48,4,0,41,11,57.0,59.5,5,1,1
24544,1228,48,5,0,41,61,57.0,53.5,5,2,1
24545,1228,48,6,0,41,91,36.5,29.0,5,2,1
24546,1228,48,7,0,41,148,33.0,34.5,5,2,1
24547,1228,48,8,0,41,184,49.5,31.5,4,3,1
24548,1228,48,9,0,41,106,55.5,58.0,3,2,1
24549,1228,48,10,0,41,168,38.0,21.5,3,3,1
24550,1228,48,11,0,41,48,48.5,39.0,1,2,1
24551,1228,48,12,0,41,215,51.0,43.5,4,3,1
24552,1228,48,13,0,41,132,46.0,70.0,1,2,1
24553,1228,48,14,0,41,118,39.5,53.0,2,1,1
24554,1228,48,15,0,41,174,32.0,28.5,2,3,1
24555,1228,48,16,0,41,164,69.5,58.0,4,2,1
24556,1228,48,17,0,41,51,37.5,32.0,4,1,1
24557,1228,48,18,0,41,122,55.0,36.0,5,1,1
24558,1228,48,19,0,41,8,40.0,35.0,2,1,1
24559,1228,48,20,0,41,202,29.0,24.0,1,2,1
24560,1229,36,1,0,31,148,35.5,29.5,5,2,1
24561,1229,36,2,0,31,201,40.0,25.5,5,2,1
24562,1229,36,3,0,31,16,33.0,51.0,1,3,1
24563,1229,36,4,0,31,204,55.5,51.0,5,3,1
24564,1229,36,5,0,31,190,42.5,44.0,3,2,1
24565,1229,36,6,0,31,125,23.0,24.0,5,1,1
24566,1229,36,7,0,31,101,32.0,20.5,5,2,1
24567,1229,36,8,0,31,160,51.0,45.5,4,2,1
24568,1229,36,9,0,31,44,12.5,23.5,2,2,1
24569,1229,36,10,0,31,24,44.5,58.0,2,3,1
24570,1229,36,11,0,31,126,48.0,37.0,3,2,1
24571,1229,36,12,0,31,90,52.5,48.5,5,2,1
24572,1229,36,13,0,31,125,13.0,10.0,4,1,1
24573,1229,36,14,0,31,31,49.0,27.0,1,1,1
24574,1229,36,15,0,31,105,37.0,47.5,1,2,1
24575,1229,36,16,0,31,86,41.5,68.0,3,2,1
24576,1229,36,17,0,31,157,31.5,14.0,3,2,1
24577,1229,36,18,0,31,34,53.5,53.0,3,2,1
24578,1229,36,19,0,31,115,28.0,29.0,3,2,1
24579,1229,36,20,0,31,130,34.0,45.0,2,2,1
24580,1230,33,1,1,45,108,36.5,36.5,3,3,1
24581,1230,33,2,1,45,143,19.5,20.0,2,1,1
24582,1230,33,3,1,45,152,38.0,25.5,2,3,1
24583,1230,33,4,1,45,34,39.5,56.0,3,1,1
24584,1230,33,5,1,45,145,48.0,68.5,2,2,1
24585,1230,33,6,1,45,90,57.5,55.5,2,1,1
24586,1230,33,7,1,45,4,35.0,18.5,4,1,1
24587,1230,33,8,1,45,66,36.5,43.0,4,2,1
24588,1230,33,9,1,45,74,19.5,20.5,5,1,1
24589,1230,33,10,1,45,139,43.0,49.0,1,3,1
24590,1230,33,11,1,45,195,19.0,13.5,3,1,1
24591,1230,33,12,1,45,97,22.5,14.0,5,1,1
24592,1230,33,13,1,45,173,42.5,41.5,3,2,1
24593,1230,33,14,1,45,58,41.0,53.0,3,2,1
24594,1230,33,15,1,45,174,18.0,2.5,4,3,1
24595,1230,33,16,1,45,227,29.0,42.0,4,3,1
24596,1230,33,17,1,45,102,40.0,23.5,5,2,1
24597,1230,33,18,1,45,119,7.0,-7.0,4,1,1
24598,1230,33,19,1,45,39,46.5,56.5,5,3,1
24599,1230,33,20,1,45,110,48.5,37.5,2,3,1
24600,1231,32,1,0,44,8,21.5,5.0,1,1,1
24601,1231,32,2,0,44,91,34.0,17.0,5,2,1
24602,1231,32,3,0,44,198,57.5,77.0,4,3,1
24603,1231,32,4,0,44,138,14.0,-12.5,3,2,1
24604,1231,32,5,0,44,126,52.5,57.5,5,2,1
24605,1231,32,6,0,44,202,12.5,29.0,3,2,1
24606,1231,32,7,0,44,234,30.0,13.0,4,2,1
24607,1231,32,8,0,44,195,7.0,-12.5,2,1,1
24608,1231,32,9,0,44,42,33.0,39.5,1,1,1
24609,1231,32,10,0,44,220,47.0,25.5,3,1,1
24610,1231,32,11,0,44,133,23.0,15.5,2,1,1
24611,1231,32,12,0,44,143,16.5,20.5,2,2,1
24612,1231,32,13,0,44,161,58.5,44.0,3,1,1
24613,1231,32,14,0,44,186,25.5,29.5,5,3,1
24614,1231,32,15,0,44,235,57.0,59.5,1,2,1
24615,1231,32,16,0,44,157,47.0,45.0,1,2,1
24616,1231,32,17,0,44,42,39.0,52.0,1,3,1
24617,1231,32,18,0,44,37,43.5,30.0,1,2,1
24618,1231,32,19,0,44,166,21.0,3.5,5,1,1
24619,1231,32,20,0,44,49,21.5,52.5,3,2,1
24620,1232,55,1,0,60,29,65.0,69.0,5,1,1
24621,1232,55,2,0,60,183,52.0,41.5,2,3,1
24622,1232,55,3,0,60,89,59.5,73.5,5,3,1
24623,1232,55,4,0,60,234,66.5,79.5,1,2,1
24624,1232,55,5,0,60,117,62.0,69.0,2,2,1
24625,1232,55,6,0,60,43,46.0,45.0,4,1,1
24626,1232,55,7,0,60,111,43.5,26.0,1,1,1
24627,1232,55,8,0,60,11,51.5,48.5,1,1,1
24628,1232,55,9,0,60,215,42.5,50.5,4,1,1
24629,1232,55,10,0,60,110,49.5,37.0,1,2,1
24630,1232,55,11,0,60,244,56.0,53.0,3,3,1
24631,1232,55,12,0,60,116,60.5,56.5,2,2,1
24632,1232,55,13,0,60,131,70.5,80.0,2,1,1
24633,1232,55,14,0,60,108,43.5,48.5,1,3,1
24634,1232,55,15,0,60,27,58.5,57.5,2,1,1
24635,1232,55,16,0,60,144,46.0,47.0,1,1,1
24636,1232,55,17,0,60,111,60.5,72.0,2,3,1
24637,1232,55,18,0,60,203,61.5,74.5,5,2,1
24638,1232,55,19,0,60,200,56.5,57.0,4,3,1
24639,1232,55,20,0,60,16,41.5,54.5,2,2,1
24640,1233,20,1,1,35,192,50.0,23.0,2,3,1
24641,1233,20,2,1,35,179,24.5,47.5,2,2,1
24642,1233,20,3,1,35,148,14.0,31.5,5,1,1
24643,1233,20,4,1,35,215,5.0,15.5,3,2,1
24644,1233,20,5,1,35,173,53.0,75.0,5,3,1
24645,1233,20,6,1,35,147,39.5,56.5,4,2,1
24646,1233,20,7,1,35,195,-3.5,-1.0,2,1,1
24647,1233,20,8,1,35,183,-6.0,3.5,4,1,1
24648,1233,20,9,1,35,48,0.5,-14.0,1,3,1
24649,1233,20,10,1,35,28,13.0,9.5,1,1,1
24650,1233,20,11,1,35,1,-7.0,-21.0,3,2,1
24651,1233,20,12,1,35,26,-8.0,-6.5,1,1,1
24652,1233,20,13,1,35,123,5.0,31.0,4,3,1
24653,1233,20,14,1,35,6,5.0,6.0,4,1,1
24654,1233,20,15,1,35,102,8.0,6.0,1,2,1
24655,1233,20,16,1,35,239,27.5,22.5,1,1,1
24656,1233,20,17,1,35,201,14.5,35.5,5,3,1
24657,1233,20,18,1,35,53,37.5,57.5,1,2,1
24658,1233,20,19,1,35,249,22.0,40.5,5,1,1
24659,1233,20,20,1,35,169,38.0,38.5,4,3,1
24660,1234,44,1,0,51,143,54.0,54.0,4,2,1
24661,1234,44,2,0,51,159,30.5,28.5,1,1,1
24662,1234,44,3,0,51,49,42.5,36.5,1,3,1
24663,1234,44,4,0,51,99,31.5,36.0,1,3,1
24664,1234,44,5,0,51,90,53.0,59.0,2,3,1
24665,1234,44,6,0,51,78,37.0,39.5,4,1,1
24666,1234,44,7,0,51,21,35.0,31.0,1,3,1
24667,1234,44,8,0,51,238,25.0,10.5,4,2,1
24668,1234,44,9,0,51,207,52.0,66.0,2,3,1
24669,1234,44,10,0,51,158,34.0,35.5,2,3,1
24670,1234,44,11,0,51,171,39.0,24.5,4,1,1
24671,1234,44,12,0,51,177,59.0,72.5,4,1,1
24672,1234,44,13,0,51,130,54.5,45.0,5,1,1
24673,1234,44,14,0,51,171,41.0,40.5,5,3,1
24674,1234,44,15,0,51,191,42.0,30.5,5,1,1
24675,1234,44,16,0,51,60,52.5,32.5,2,3,1
24676,1234,44,17,0,51,221,24.5,42.5,3,1,1
24677,1234,44,18,0,51,32,38.0,14.5,3,1,1
24678,1234,44,19,0,51,43,47.0,49.0,1,1,1
24679,1234,44,20,0,51,128,41.0,60.5,5,1,1
24680,1235,58,1,0,21,229,45.0,39.0,4,1,1
24681,1235,58,2,0,21,65,61.5,43.0,1,2,1
24682,1235,58,3,0,21,230,50.5,33.0,3,2,1
24683,1235,58,4,0,21,51,56.0,69.5,5,3,1
24684,1235,58,5,0,21,92,56.5,67.5,2,2,1
24685,1235,58,6,0,21,102,63.0,63.0,5,2,1
24686,1235,58,7,0,21,236,61.0,45.0,3,3,1
24687,1235,58,8,0,21,123,65.5,77.0,1,2,1
24688,1235,58,9,0,21,111,53.5,54.0,3,3,1
24689,1235,58,10,0,21,157,41.5,57.0,3,3,1
24690,1235,58,11,0,21,62,69.5,58.5,3,2,1
24691,1235,58,12,0,21,133,64.5,63.0,1,2,1
24692,1235,58,13,0,21,247,61.5,60.0,5,2,1
24693,1235,58,14,0,21,128,59.0,41.5,2,1,1
24694,1235,58,15,0,21,233,57.0,58.5,3,1,1
24695,1235,58,16,0,21,201,52.0,54.0,4,3,1
24696,1235,58,17,0,21,40,60.0,63.5,5,2,1
24697,1235,58,18,0,21,243,56.5,66.5,5,1,1
24698,1235,58,19,0,21,98,50.5,61.0,5,3,1
24699,1235,58,20,0,21,12,63.5,52.5,3,1,1
24700,1236,38,1,0,63,230,57.5,50.5,5,2,1
24701,1236,38,2,0,63,232,40.5,37.5,1,3,1
24702,1236,38,3,0,63,31,25.0,29.0,2,1,1
24703,1236,38,4,0,63,43,48.5,49.5,5,3,1
24704,1236,38,5,0,63,165,47.0,42.5,4,2,1
24705,1236,38,6,0,63,21,59.0,69.0,5,2,1
24706,1236,38,7,0,63,69,31.0,8.5,4,2,1
24707,1236,38,8,0,63,244,36.5,26.5,1,1,1
24708,1236,38,9,0,63,64,32.0,48.5,2,2,1
24709,1236,38,10,0,63,84,39.0,28.5,4,1,1
24710,1236,38,11,0,63,235,25.5,35.5,5,1,1
24711,1236,38,12,0,63,228,43.0,45.5,1,2,1
24712,1236,38,13,0,63,9,30.0,6.0,3,1,1
24713,1236,38,14,0,63,173,55.0,67.0,4,3,1
24714,1236,38,15,0,63,111,58.0,70.5,1,2,1
24715,1236,38,16,0,63,207,33.0,39.5,5,3,1
24716,1236,38,17,0,63,79,23.5,34.0,4,1,1
24717,1236,38,18,0,63,247,55.5,49.0,5,2,1
24718,1236,38,19,0,63,43,63.0,79.5,3,2,1
24719,1236,38,20,0,63,240,39.0,20.0,2,3,1
24720,1237,26,1,0,31,149,29.5,36.0,1,2,1
24721,1237,26,2,0,31,96,31.5,20.0,1,1,1
24722,1237,26,3,0,31,193,49.5,14.0,4,3,1
24723,1237,26,4,0,31,185,42.0,37.0,1,1,1
24724,1237,26,5,0,31,36,24.0,28.0,5,3,1
24725,1237,26,6,0,31,98,30.5,20.5,4,2,1
24726,1237,26,7,0,31,120,16.5,-12.5,3,3,1
24727,1237,26,8,0,31,46,6.0,21.0,2,1,1
24728,1237,26,9,0,31,179,24.0,23.0,2,3,1
24729,1237,26,10,0,31,186,30.5,25.5,3,3,1
24730,1237,26,11,0,31,75,51.0,65.5,4,3,1
24731,1237,26,12,0,31,38,37.5,45.5,5,1,1
24732,1237,26,13,0,31,86,10.5,-24.0,3,2,1
24733,1237,26,14,0,31,224,24.5,45.5,2,1,1
24734,1237,26,15,0,31,9,48.5,47.0,1,3,1
24735,1237,26,16,0,31,173,47.5,82.0,2,2,1
24736,1237,26,17,0,31,115,5.0,28.0,1,1,1
24737,1237,26,18,0,31,177,21.5,42.5,3,1,1
24738,1237,26,19,0,31,23,47.5,43.5,3,3,1
24739,1237,26,20,0,31,181,-2.0,21.5,1,2,1
24740,1238,32,1,1,54,137,38.5,31.5,5,1,1
24741,1238,32,2,1,54,34,28.0,38.5,1,3,1
24742,1238,32,3,1,54,155,36.0,49.5,4,1,1
24743,1238,32,4,1,54,203,26.0,25.5,4,3,1
24744,1238,32,5,1,54,126,49.5,68.0,4,1,1
24745,1238,32,6,1,54,168,5.5,-14.5,3,3,1
24746,1238,32,7,1,54,167,44.5,50.5,2,1,1
24747,1238,32,8,1,54,128,52.5,63.0,3,1,1
24748,1238,32,9,1,54,130,21.5,37.0,1,3,1
24749,1238,32,10,1,54,42,13.0,35.5,3,3,1
24750,1238,32,11,1,54,16,37.5,39.5,4,2,1
24751,1238,32,12,1,54,245,52.0,66.0,4,1,1
24752,1238,32,13,1,54,188,28.5,40.0,1,2,1
24753,1238,32,14,1,54,7,28.5,36.5,5,1,1
24754,1238,32,15,1,54,202,13.0,9.0,1,3,1
24755,1238,32,16,1,54,141,43.5,50.5,4,2,1
24756,1238,32,17,1,54,82,15.0,18.0,5,3,1
24757,1238,32,18,1,54,202,38.5,31.0,2,2,1
24758,1238,32,19,1,54,197,33.5,45.5,1,2,1
24759,1238,32,20,1,54,173,5.5,30.0,4,1,1
24760,1239,29,1,0,23,106,15.5,30.0,2,2,1
24761,1239,29,2,0,23,63,27.0,46.5,2,1,1
24762,1239,29,3,0,23,52,29.5,-3.0,2,3,1
24763,1239,29,4,0,23,245,52.5,38.5,1,1,1
24764,1239,29,5,0,23,28,41.5,52.0,3,2,1
24765,1239,29,6,0,23,215,17.0,41.5,1,1,1
24766,1239,29,7,0,23,44,26.5,34.5,2,3,1
24767,1239,29,8,0,23,213,37.0,34.0,4,1,1
24768,1239,29,9,0,23,148,37.0,36.0,3,1,1
24769,1239,29,10,0,23,12,-4.5,-13.0,5,2,1
24770,1239,29,11,0,23,24,29.0,26.5,1,2,1
24771,1239,29,12,0,23,82,26.0,12.5,3,2,1
24772,1239,29,13,0,23,209,33.5,40.5,1,3,1
24773,1239,29,14,0,23,125,41.5,38.5,5,2,1
24774,1239,29,15,0,23,155,-2.0,-8.0,5,2,1
24775,1239,29,16,0,23,123,35.0,43.5,1,2,1
24776,1239,29,17,0,23,176,26.5,32.5,3,2,1
24777,1239,29,18,0,23,196,31.5,30.0,4,1,1
24778,1239,29,19,0,23,96,44.5,37.0,5,1,1
24779,1239,29,20,0,23,249,30.5,48.5,2,2,1
24780,1240,57,1,0,34,177,50.5,38.5,1,3,1
24781,1240,57,2,0,34,37,66.5,55.0,3,3,1
24782,1240,57,3,0,34,180,47.0,52.5,4,3,1
24783,1240,57,4,0,34,220,39.5,31.5,2,2,1
24784,1240,57,5,0,34,116,48.0,46.5,4,3,1
24785,1240,57,6,0,34,129,64.5,64.5,5,1,1
24786,1240,57,7,0,34,154,60.0,66.5,4,2,1
24787,1240,57,8,0,34,94,62.0,57.0,1,1,1
24788,1240,57,9,0,34,193,68.0,76.5,3,3,1
24789,1240,57,10,0,34,165,60.5,69.5,5,3,1
24790,1240,57,11,0,34,6,63.0,78.5,5,2,1
24791,1240,57,12,0,34,61,55.0,49.5,3,3,1
24792,1240,57,13,0,34,162,57.0,64.0,3,3,1
24793,1240,57,14,0,34,244,74.0,66.5,3,1,1
24794,1240,57,15,0,34,131,64.5,84.5,2,3,1
24795,1240,57,16,0,34,59,44.5,39.5,5,3,1
24796,1240,57,17,0,34,53,64.5,62.5,5,1,1
24797,1240,57,18,0,34,165,63.0,55.5,2,2,1
24798,1240,57,19,0,34,3,66.5,70.0,1,1,1
24799,1240,57,20,0,34,20,59.5,56.5,1,2,1
24800,1241,29,1,0,50,250,5.5,-4.5,5,1,1
24801,1241,29,2,0,50,227,52.0,49.0,5,2,1
24802,1241,29,3,0,50,21,43.0,40.0,1,2,1
24803,1241,29,4,0,50,6,29.5,37.0,5,1,1
24804,1241,29,5,0,50,128,44.5,23.5,1,2,1
24805,1241,29,6,0,50,204,58.5,73.0,1,1,1
24806,1241,29,7,0,50,57,25.0,42.0,5,2,1
24807,1241,29,8,0,50,148,35.5,45.0,3,2,1
24808,1241,29,9,0,50,86,47.0,47.0,3,1,1
24809,1241,29,10,0,50,27,33.0,45.5,5,3,1
24810,1241,29,11,0,50,201,9.5,-4.0,5,2,1
24811,1241,29,12,0,50,92,16.5,14.0,2,2,1
24812,1241,29,13,0,50,204,48.0,43.0,2,3,1
24813,1241,29,14,0,50,143,20.0,1.5,4,1,1
24814,1241,29,15,0,50,83,18.0,-3.0,5,1,1
24815,1241,29,16,0,50,188,53.0,49.5,4,1,1
24816,1241,29,17,0,50,232,39.5,70.5,2,3,1
24817,1241,29,18,0,50,131,11.0,5.5,2,2,1
24818,1241,29,19,0,50,79,35.0,26.0,3,1,1
24819,1241,29,20,0,50,113,12.5,10.5,3,3,1
24820,1242,38,1,1,50,248,49.5,43.0,4,3,1
24821,1242,38,2,1,50,1,35.0,9.5,4,3,1
24822,1242,38,3,1,50,143,27.5,36.0,5,2,1
24823,1242,38,4,1,50,73,37.5,36.5,5,2,1
24824,1242,38,5,1,50,151,36.5,24.0,4,1,1
24825,1242,38,6,1,50,123,52.0,79.0,5,1,1
24826,1242,38,7,1,50,205,62.0,51.5,4,2,1
24827,1242,38,8,1,50,230,8.5,-16.5,1,3,1
24828,1242,38,9,1,50,50,55.5,48.5,1,1,1
24829,1242,38,10,1,50,138,27.0,39.5,3,1,1
24830,1242,38,11,1,50,65,30.0,32.5,4,1,1
24831,1242,38,12,1,50,16,58.5,73.0,5,3,1
24832,1242,38,13,1,50,240,41.0,47.0,1,3,1
24833,1242,38,14,1,50,213,33.0,34.5,3,2,1
24834,1242,38,15,1,50,224,56.5,67.0,4,3,1
24835,1242,38,16,1,50,222,57.5,69.5,4,1,1
24836,1242,38,17,1,50,16,18.0,35.0,1,1,1
24837,1242,38,18,1,50,122,36.0,31.5,3,1,1
24838,1242,38,19,1,50,181,33.0,39.5,2,2,1
